   0.0000000e+00   1.2121212e-02   2.4242424e-02   3.6363636e-02   4.8484848e-02   6.0606061e-02   7.2727273e-02   8.4848485e-02   9.6969697e-02   1.0909091e-01   1.2121212e-01   1.3333333e-01   1.4545455e-01   1.5757576e-01   1.6969697e-01   1.8181818e-01   1.9393939e-01   2.0606061e-01   2.1818182e-01   2.3030303e-01   2.4242424e-01   2.5454545e-01   2.6666667e-01   2.7878788e-01   2.9090909e-01   3.0303030e-01   3.1515152e-01   3.2727273e-01   3.3939394e-01   3.5151515e-01   3.6363636e-01   3.7575758e-01   3.8787879e-01   4.0000000e-01   4.1212121e-01   4.2424242e-01   4.3636364e-01   4.4848485e-01   4.6060606e-01   4.7272727e-01   4.8484848e-01   4.9696970e-01   5.0909091e-01   5.2121212e-01   5.3333333e-01   5.4545455e-01   5.5757576e-01   5.6969697e-01   5.8181818e-01   5.9393939e-01   6.0606061e-01   6.1818182e-01   6.3030303e-01   6.4242424e-01   6.5454545e-01   6.6666667e-01   6.7878788e-01   6.9090909e-01   7.0303030e-01   7.1515152e-01   7.2727273e-01   7.3939394e-01   7.5151515e-01   7.6363636e-01   7.7575758e-01   7.8787879e-01   8.0000000e-01   8.1212121e-01   8.2424242e-01   8.3636364e-01   8.4848485e-01   8.6060606e-01   8.7272727e-01   8.8484848e-01   8.9696970e-01   9.0909091e-01   9.2121212e-01   9.3333333e-01   9.4545455e-01   9.5757576e-01   9.6969697e-01   9.8181818e-01   9.9393939e-01   1.0060606e+00   1.0181818e+00   1.0303030e+00   1.0424242e+00   1.0545455e+00   1.0666667e+00   1.0787879e+00   1.0909091e+00   1.1030303e+00   1.1151515e+00   1.1272727e+00   1.1393939e+00   1.1515152e+00   1.1636364e+00   1.1757576e+00   1.1878788e+00   1.2000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3303230e+03   1.3366587e+03   1.3648879e+03   1.3614529e+03   1.3388668e+03   1.3140161e+03   1.2895973e+03   1.2638084e+03   1.2407544e+03   1.2216305e+03   1.2040800e+03   1.1860151e+03   1.1658556e+03   1.1446020e+03   1.1240642e+03   1.1061712e+03   1.0915607e+03   1.0769889e+03   1.0588112e+03   1.0303364e+03   9.9204730e+02   9.5377408e+02   9.2514637e+02   9.0502310e+02   8.8802721e+02   8.7128188e+02   8.5197778e+02   8.2964967e+02   8.0670469e+02   7.8572363e+02   7.6894811e+02   7.5518364e+02   7.4280725e+02   7.3046390e+02   7.1684316e+02   7.0183677e+02   6.8663964e+02   6.7251139e+02   6.6064079e+02   6.5069726e+02   6.4175530e+02   6.3306047e+02   6.2387406e+02   6.1506327e+02   6.0656259e+02   5.9705462e+02   5.8522197e+02   5.6766307e+02   5.4187792e+02   5.1238218e+02   4.8387707e+02   4.6070479e+02   4.4125411e+02   4.2332654e+02   4.0565669e+02   3.8697921e+02   3.6674566e+02   3.4578652e+02   3.2415638e+02   3.0188213e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1949962e+03   1.2291876e+03   1.2487625e+03   1.2551559e+03   1.2442096e+03   1.2190573e+03   1.1929094e+03   1.1657100e+03   1.1361992e+03   1.1078556e+03   1.0814071e+03   1.0556701e+03   1.0305299e+03   1.0053062e+03   9.7978099e+02   9.5615838e+02   9.3672949e+02   9.2217060e+02   9.0915655e+02   8.9381117e+02   8.7101498e+02   8.3922934e+02   8.0602583e+02   7.7933822e+02   7.6104721e+02   7.4592570e+02   7.3161887e+02   7.1577901e+02   6.9734647e+02   6.7807191e+02   6.6007233e+02   6.4540040e+02   6.3378549e+02   6.2362638e+02   6.1363292e+02   6.0252064e+02   5.8976762e+02   5.7636191e+02   5.6346809e+02   5.5224783e+02   5.4293181e+02   5.3463134e+02   5.2661059e+02   5.1813374e+02   5.0931222e+02   5.0077562e+02   4.9153659e+02   4.8057572e+02   4.6619470e+02   4.4493519e+02   4.1960509e+02   3.9393938e+02   3.7167299e+02   3.5349568e+02   3.3693520e+02   3.2107568e+02   3.0500139e+02   2.8792430e+02   2.7034868e+02   2.5248557e+02   2.3434022e+02   2.1591787e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8663218e+19   3.8245845e+19   3.7852451e+19   3.7488339e+19   3.7148229e+19   3.6821887e+19   3.6496686e+19   3.6157013e+19   3.5783890e+19   3.5355050e+19   3.4833850e+19   3.4200187e+19   3.3461886e+19   3.2676042e+19   3.1918810e+19   3.1199657e+19   3.0493915e+19   2.9761232e+19   2.8973161e+19   2.8114055e+19   2.7188700e+19   2.6190773e+19   2.5067183e+19   2.3764033e+19   2.2417279e+19   2.1215358e+19   2.0053451e+19   1.8679239e+19   1.6939602e+19   1.5345606e+19   1.3914861e+19   1.2237161e+19   9.9736705e+18   8.1083890e+18   6.0977506e+18   4.2688051e+18   3.1791109e+18   2.0419570e+18   1.1030631e+18   6.3023483e+17   3.6469121e+17   1.9128741e+17   1.1497481e+17   2.4698592e+16   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7779468e+19   3.7385046e+19   3.7016793e+19   3.6679424e+19   3.6370238e+19   3.6082926e+19   3.5809653e+19   3.5538843e+19   3.5257281e+19   3.4954348e+19   3.4617260e+19   3.4231315e+19   3.3783701e+19   3.3270616e+19   3.2701200e+19   3.2111123e+19   3.1528431e+19   3.0963579e+19   3.0407837e+19   2.9844347e+19   2.9252934e+19   2.8616613e+19   2.7933203e+19   2.7203054e+19   2.6432178e+19   2.5609640e+19   2.4706028e+19   2.3714242e+19   2.2717242e+19   2.1816006e+19   2.1010692e+19   2.0239291e+19   1.9422623e+19   1.8493224e+19   1.7496230e+19   1.6585790e+19   1.5798362e+19   1.5041129e+19   1.4088381e+19   1.2349028e+19   9.2890436e+18   6.8626325e+18   4.7364614e+18   3.4904666e+18   2.3139166e+18   1.2193606e+18   6.7034776e+17   3.9349598e+17   2.0547375e+17   1.1729603e+17   5.1994431e+16   3.0549861e+16   3.0729362e+15   0.0000000e+00   0.0000000e+00   0.0000000e+00
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN   8.3879339e+02   8.3808422e+02   8.3737504e+02   8.3666586e+02   8.3595668e+02   8.2539535e+02   8.0367243e+02   7.8194950e+02   7.6022657e+02   7.3850365e+02   7.1678072e+02   6.9505779e+02   6.6812315e+02   6.3741868e+02   6.0671420e+02   5.7600972e+02   5.4530525e+02   5.1524062e+02   5.3374657e+02   5.5225252e+02   5.7075847e+02   5.8926441e+02   5.8015481e+02   5.6346522e+02   5.4677562e+02   5.3008603e+02   5.1339643e+02   4.9809570e+02   4.9714069e+02   4.9618567e+02   4.9523065e+02   4.9427563e+02   4.9332062e+02   4.8029382e+02   4.4017875e+02   4.0006368e+02   3.5994861e+02   3.1983354e+02   3.2659245e+02   3.3649803e+02   3.4640361e+02   3.5630920e+02   3.4491742e+02   3.1421245e+02   2.8350749e+02   2.5280252e+02   2.2209756e+02   1.9139260e+02             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1949962e+03   1.2291876e+03   1.2487625e+03   1.2551559e+03   1.2442096e+03   1.2190573e+03   1.1929094e+03   1.1657100e+03   1.1361992e+03   1.1078556e+03   1.0814071e+03   1.0556701e+03   1.0305299e+03   1.0053062e+03   9.7978099e+02   9.5615838e+02   9.3672949e+02   9.2217060e+02   9.0915655e+02   8.9381117e+02   8.7101498e+02   8.3922934e+02   8.0602583e+02   7.7933822e+02   7.6104721e+02   7.4592570e+02   7.3161887e+02   7.1577901e+02   6.9734647e+02   6.7807191e+02   6.6007233e+02   6.4540040e+02   6.3378549e+02   6.2362638e+02   6.1363292e+02   6.0252064e+02   5.8976762e+02   5.7636191e+02   5.6346809e+02   5.5224783e+02   5.4293181e+02   5.3463134e+02   5.2661059e+02   5.1813374e+02   5.0931222e+02   5.0077562e+02   4.9153659e+02   4.8057572e+02   4.6619470e+02   4.4493519e+02   4.1960509e+02   3.9393938e+02   3.7167299e+02   3.5349568e+02   3.3693520e+02   3.2107568e+02   3.0500139e+02   2.8792430e+02   2.7034868e+02   2.5248557e+02   2.3434022e+02   2.1591787e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3478486e+00   1.3445528e+00   1.3412569e+00   1.3457036e+00   1.3607605e+00   1.3758174e+00   1.3883340e+00   1.4003801e+00   1.4123033e+00   1.4238867e+00   1.4354701e+00   1.4470951e+00   1.4587391e+00   1.4704265e+00   1.4824679e+00   1.4945092e+00   1.5069144e+00   1.5196407e+00   1.5323670e+00   1.5453735e+00   1.5583938e+00   1.5716325e+00   1.5852351e+00   1.5988377e+00   1.6131308e+00   1.6275999e+00   1.6422084e+00   1.6573143e+00   1.6724202e+00   1.6879559e+00   1.7037327e+00   1.7195751e+00   1.7364018e+00   1.7532285e+00   1.7704943e+00   1.7882275e+00   1.8059607e+00   1.8245911e+00   1.8433144e+00   1.8624291e+00   1.8823453e+00   1.9022615e+00   1.9230817e+00   1.9442032e+00   1.9655686e+00   1.9881091e+00   2.0106496e+00   2.0341424e+00   2.0582867e+00   2.0824560e+00   2.1081928e+00   2.1339296e+00   2.1605366e+00   2.1882624e+00   2.2159882e+00   2.2456074e+00   2.2755365e+00   2.3061195e+00   2.3383738e+00   2.3706280e+00   2.4048549e+00   2.4399147e+00   2.4753553e+00   2.5134619e+00   2.5515684e+00   2.5915746e+00   2.6331549e+00   2.6747351e+00   2.7203618e+00   2.7661191e+00   2.8136598e+00   2.8639827e+00   2.9143055e+00   2.9698066e+00   3.0265028e+00   3.0849695e+00   3.1492200e+00   3.2134706e+00   3.2831557e+00   3.3556877e+00   3.4292706e+00   3.5152562e+00   3.6012417e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.6451601e+00   1.6419288e+00   1.6386975e+00   1.6456385e+00   1.6665193e+00   1.6874000e+00   1.7039341e+00   1.7196633e+00   1.7353704e+00   1.7510165e+00   1.7666627e+00   1.7824947e+00   1.7984111e+00   1.8143565e+00   1.8305378e+00   1.8467191e+00   1.8636207e+00   1.8811580e+00   1.8986953e+00   1.9163913e+00   1.9340950e+00   1.9521827e+00   1.9709104e+00   1.9896381e+00   2.0092178e+00   2.0290148e+00   2.0490258e+00   2.0698011e+00   2.0905764e+00   2.1119570e+00   2.1336771e+00   2.1554811e+00   2.1785427e+00   2.2016043e+00   2.2253705e+00   2.2498869e+00   2.2744033e+00   2.3000895e+00   2.3258968e+00   2.3522472e+00   2.3797096e+00   2.4071721e+00   2.4359473e+00   2.4651601e+00   2.4947105e+00   2.5258881e+00   2.5570656e+00   2.5895765e+00   2.6229997e+00   2.6564579e+00   2.6921230e+00   2.7277882e+00   2.7646749e+00   2.8031320e+00   2.8415891e+00   2.8827029e+00   2.9242514e+00   2.9667253e+00   3.0115638e+00   3.0564023e+00   3.1039881e+00   3.1527339e+00   3.2020205e+00   3.2550929e+00   3.3081653e+00   3.3640018e+00   3.4221286e+00   3.4802555e+00   3.5439510e+00   3.6078261e+00   3.6742887e+00   3.7447876e+00   3.8152865e+00   3.8930374e+00   3.9724618e+00   4.0542180e+00   4.1435910e+00   4.2329641e+00   4.3303563e+00   4.4319490e+00   4.5349998e+00   4.6552572e+00   4.7755145e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN   6.2487237e-01   6.4639250e-01   6.6737986e-01   6.5340759e-01   6.4084449e-01   6.2899243e-01   6.1769934e-01   6.0693831e-01   6.2487074e-01   7.2165832e-01   8.4494164e-01   1.0054068e+00   1.2225168e+00   1.1381717e+00   1.0429024e+00   9.5847343e-01   8.8225114e-01   9.1195938e-01   1.0559855e+00   1.2421637e+00   1.4908929e+00   1.8336233e+00   2.3286999e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
